codigo;elemento;anno;variables;tipo;monto
1;Total, all countries or areas;1995;Imports CIF (millions of US dollars);mundo;50990573274
1;Total, all countries or areas;2005;Imports CIF (millions of US dollars);mundo;105770128460
1;Total, all countries or areas;2010;Imports CIF (millions of US dollars);mundo;152751152946
1;Total, all countries or areas;2015;Imports CIF (millions of US dollars);mundo;164653585970
1;Total, all countries or areas;2017;Imports CIF (millions of US dollars);mundo;177328182363
1;Total, all countries or areas;2018;Imports CIF (millions of US dollars);mundo;194977878446
1;Total, all countries or areas;2019;Imports CIF (millions of US dollars);mundo;189643569693
1;Total, all countries or areas;1995;Exports FOB (millions of US dollars);mundo;50502379273
1;Total, all countries or areas;2005;Exports FOB (millions of US dollars);mundo;103734445119
1;Total, all countries or areas;2010;Exports FOB (millions of US dollars);mundo;151022183375
1;Total, all countries or areas;2015;Exports FOB (millions of US dollars);mundo;163616796152
1;Total, all countries or areas;2017;Exports FOB (millions of US dollars);mundo;174823221862
1;Total, all countries or areas;2018;Exports FOB (millions of US dollars);mundo;191323770850
1;Total, all countries or areas;2019;Exports FOB (millions of US dollars);mundo;187233557314
1;Total, all countries or areas;1995;Balance imports/exports (millions of US dollars);mundo;-488194001
1;Total, all countries or areas;2005;Balance imports/exports (millions of US dollars);mundo;-2035683341
1;Total, all countries or areas;2010;Balance imports/exports (millions of US dollars);mundo;-1728969571
1;Total, all countries or areas;2015;Balance imports/exports (millions of US dollars);mundo;-1036789818
1;Total, all countries or areas;2017;Balance imports/exports (millions of US dollars);mundo;-2504960501
1;Total, all countries or areas;2018;Balance imports/exports (millions of US dollars);mundo;-3654107596
1;Total, all countries or areas;2019;Balance imports/exports (millions of US dollars);mundo;-2410012378
2;Africa;1995;Imports CIF (millions of US dollars);continente;1143520137
2;Africa;2005;Imports CIF (millions of US dollars);continente;2462275602
2;Africa;2010;Imports CIF (millions of US dollars);continente;4684350433
2;Africa;2015;Imports CIF (millions of US dollars);continente;5482149554
2;Africa;2017;Imports CIF (millions of US dollars);continente;5037159867
2;Africa;2018;Imports CIF (millions of US dollars);continente;5587982652
2;Africa;2019;Imports CIF (millions of US dollars);continente;5782836057
2;Africa;1995;Exports FOB (millions of US dollars);continente;1034596874
2;Africa;2005;Exports FOB (millions of US dollars);continente;3066559653
2;Africa;2010;Exports FOB (millions of US dollars);continente;4965939684
2;Africa;2015;Exports FOB (millions of US dollars);continente;4037421381
2;Africa;2017;Exports FOB (millions of US dollars);continente;3991776093
2;Africa;2018;Exports FOB (millions of US dollars);continente;4491362312
2;Africa;2019;Exports FOB (millions of US dollars);continente;4570609325
2;Africa;1995;Balance imports/exports (millions of US dollars);continente;-108923263
2;Africa;2005;Balance imports/exports (millions of US dollars);continente;604284050
2;Africa;2010;Balance imports/exports (millions of US dollars);continente;281589251
2;Africa;2015;Balance imports/exports (millions of US dollars);continente;-1444728173
2;Africa;2017;Balance imports/exports (millions of US dollars);continente;-1045383775
2;Africa;2018;Balance imports/exports (millions of US dollars);continente;-1096620340
2;Africa;2019;Balance imports/exports (millions of US dollars);continente;-1212226732
15;Northern Africa;1995;Imports CIF (millions of US dollars);;450619889
15;Northern Africa;2005;Imports CIF (millions of US dollars);;875707780
15;Northern Africa;2010;Imports CIF (millions of US dollars);;1811466646
15;Northern Africa;2015;Imports CIF (millions of US dollars);;2055591328
15;Northern Africa;2017;Imports CIF (millions of US dollars);;1944942575
15;Northern Africa;2018;Imports CIF (millions of US dollars);;2174609351
15;Northern Africa;2019;Imports CIF (millions of US dollars);;2120614807
15;Northern Africa;1995;Exports FOB (millions of US dollars);;330429418
15;Northern Africa;2005;Exports FOB (millions of US dollars);;1141040529
15;Northern Africa;2010;Exports FOB (millions of US dollars);;1655438400
15;Northern Africa;2015;Exports FOB (millions of US dollars);;1088454706
15;Northern Africa;2017;Exports FOB (millions of US dollars);;1079631658
15;Northern Africa;2018;Exports FOB (millions of US dollars);;1199032662
15;Northern Africa;2019;Exports FOB (millions of US dollars);;1146363118
15;Northern Africa;1995;Balance imports/exports (millions of US dollars);;-120190472
15;Northern Africa;2005;Balance imports/exports (millions of US dollars);;265332749
15;Northern Africa;2010;Balance imports/exports (millions of US dollars);;-156028246
15;Northern Africa;2015;Balance imports/exports (millions of US dollars);;-967136622
15;Northern Africa;2017;Balance imports/exports (millions of US dollars);;-865310916
15;Northern Africa;2018;Balance imports/exports (millions of US dollars);;-975576690
15;Northern Africa;2019;Balance imports/exports (millions of US dollars);;-974251689
202;Sub-Saharan Africa;1995;Imports CIF (millions of US dollars);;692900247
202;Sub-Saharan Africa;2005;Imports CIF (millions of US dollars);;1586567822
202;Sub-Saharan Africa;2010;Imports CIF (millions of US dollars);;2872883787
202;Sub-Saharan Africa;2015;Imports CIF (millions of US dollars);;3426558226
202;Sub-Saharan Africa;2017;Imports CIF (millions of US dollars);;3092217293
202;Sub-Saharan Africa;2018;Imports CIF (millions of US dollars);;3413373300
202;Sub-Saharan Africa;2019;Imports CIF (millions of US dollars);;3662221250
202;Sub-Saharan Africa;1995;Exports FOB (millions of US dollars);;704167456
202;Sub-Saharan Africa;2005;Exports FOB (millions of US dollars);;1925519124
202;Sub-Saharan Africa;2010;Exports FOB (millions of US dollars);;3310501284
202;Sub-Saharan Africa;2015;Exports FOB (millions of US dollars);;2948966675
202;Sub-Saharan Africa;2017;Exports FOB (millions of US dollars);;2912144434
202;Sub-Saharan Africa;2018;Exports FOB (millions of US dollars);;3292329650
202;Sub-Saharan Africa;2019;Exports FOB (millions of US dollars);;3424246206
202;Sub-Saharan Africa;1995;Balance imports/exports (millions of US dollars);;11267209
202;Sub-Saharan Africa;2005;Balance imports/exports (millions of US dollars);;338951302
202;Sub-Saharan Africa;2010;Balance imports/exports (millions of US dollars);;437617497
202;Sub-Saharan Africa;2015;Balance imports/exports (millions of US dollars);;-477591551
202;Sub-Saharan Africa;2017;Balance imports/exports (millions of US dollars);;-180072858
202;Sub-Saharan Africa;2018;Balance imports/exports (millions of US dollars);;-121043650
202;Sub-Saharan Africa;2019;Balance imports/exports (millions of US dollars);;-237975043
14;Eastern Africa;1995;Imports CIF (millions of US dollars);;179804753
14;Eastern Africa;2005;Imports CIF (millions of US dollars);;312426752
14;Eastern Africa;2010;Imports CIF (millions of US dollars);;626882143
14;Eastern Africa;2015;Imports CIF (millions of US dollars);;940042025
14;Eastern Africa;2017;Imports CIF (millions of US dollars);;867788567
14;Eastern Africa;2018;Imports CIF (millions of US dollars);;946427784
14;Eastern Africa;2019;Imports CIF (millions of US dollars);;909341529
14;Eastern Africa;1995;Exports FOB (millions of US dollars);;94993767
14;Eastern Africa;2005;Exports FOB (millions of US dollars);;162972099
14;Eastern Africa;2010;Exports FOB (millions of US dollars);;316518665
14;Eastern Africa;2015;Exports FOB (millions of US dollars);;407284293
14;Eastern Africa;2017;Exports FOB (millions of US dollars);;417728645
14;Eastern Africa;2018;Exports FOB (millions of US dollars);;434328707
14;Eastern Africa;2019;Exports FOB (millions of US dollars);;424981233
14;Eastern Africa;1995;Balance imports/exports (millions of US dollars);;-84810986
14;Eastern Africa;2005;Balance imports/exports (millions of US dollars);;-149454653
14;Eastern Africa;2010;Balance imports/exports (millions of US dollars);;-310363478
14;Eastern Africa;2015;Balance imports/exports (millions of US dollars);;-532757732
14;Eastern Africa;2017;Balance imports/exports (millions of US dollars);;-450059921
14;Eastern Africa;2018;Balance imports/exports (millions of US dollars);;-512099077
14;Eastern Africa;2019;Balance imports/exports (millions of US dollars);;-484360297
17;Middle Africa;1995;Imports CIF (millions of US dollars);;54120206
17;Middle Africa;2005;Imports CIF (millions of US dollars);;186798527
17;Middle Africa;2010;Imports CIF (millions of US dollars);;436231201
17;Middle Africa;2015;Imports CIF (millions of US dollars);;561766723
17;Middle Africa;2017;Imports CIF (millions of US dollars);;399684452
17;Middle Africa;2018;Imports CIF (millions of US dollars);;374986290
17;Middle Africa;2019;Imports CIF (millions of US dollars);;390260025
17;Middle Africa;1995;Exports FOB (millions of US dollars);;109536908
17;Middle Africa;2005;Exports FOB (millions of US dollars);;489577998
17;Middle Africa;2010;Exports FOB (millions of US dollars);;907173849
17;Middle Africa;2015;Exports FOB (millions of US dollars);;700501026
17;Middle Africa;2017;Exports FOB (millions of US dollars);;602492602
17;Middle Africa;2018;Exports FOB (millions of US dollars);;668746962
17;Middle Africa;2019;Exports FOB (millions of US dollars);;670008196
17;Middle Africa;1995;Balance imports/exports (millions of US dollars);;55416702
17;Middle Africa;2005;Balance imports/exports (millions of US dollars);;302779470
17;Middle Africa;2010;Balance imports/exports (millions of US dollars);;470942648
17;Middle Africa;2015;Balance imports/exports (millions of US dollars);;138734303
17;Middle Africa;2017;Balance imports/exports (millions of US dollars);;202808150
17;Middle Africa;2018;Balance imports/exports (millions of US dollars);;293760672
17;Middle Africa;2019;Balance imports/exports (millions of US dollars);;279748171
18;Southern Africa;1995;Imports CIF (millions of US dollars);;267445469
18;Southern Africa;2005;Imports CIF (millions of US dollars);;637864506
18;Southern Africa;2010;Imports CIF (millions of US dollars);;977230637
18;Southern Africa;2015;Imports CIF (millions of US dollars);;1041729103
18;Southern Africa;2017;Imports CIF (millions of US dollars);;988705189
18;Southern Africa;2018;Imports CIF (millions of US dollars);;1101635961
18;Southern Africa;2019;Imports CIF (millions of US dollars);;1056850903
18;Southern Africa;1995;Exports FOB (millions of US dollars);;282141402
18;Southern Africa;2005;Exports FOB (millions of US dollars);;560758975
18;Southern Africa;2010;Exports FOB (millions of US dollars);;952324713
18;Southern Africa;2015;Exports FOB (millions of US dollars);;936476696
18;Southern Africa;2017;Exports FOB (millions of US dollars);;1018877323
18;Southern Africa;2018;Exports FOB (millions of US dollars);;1096373897
18;Southern Africa;2019;Exports FOB (millions of US dollars);;1032382889
18;Southern Africa;1995;Balance imports/exports (millions of US dollars);;14695933
18;Southern Africa;2005;Balance imports/exports (millions of US dollars);;-77105531
18;Southern Africa;2010;Balance imports/exports (millions of US dollars);;-24905924
18;Southern Africa;2015;Balance imports/exports (millions of US dollars);;-105252407
18;Southern Africa;2017;Balance imports/exports (millions of US dollars);;30172134
18;Southern Africa;2018;Balance imports/exports (millions of US dollars);;-5262064
18;Southern Africa;2019;Balance imports/exports (millions of US dollars);;-24468015
11;Western Africa;1995;Imports CIF (millions of US dollars);;191529819
11;Western Africa;2005;Imports CIF (millions of US dollars);;449478037
11;Western Africa;2010;Imports CIF (millions of US dollars);;832539807
11;Western Africa;2015;Imports CIF (millions of US dollars);;883020375
11;Western Africa;2017;Imports CIF (millions of US dollars);;836039085
11;Western Africa;2018;Imports CIF (millions of US dollars);;990323265
11;Western Africa;2019;Imports CIF (millions of US dollars);;1305768792
11;Western Africa;1995;Exports FOB (millions of US dollars);;217495379
11;Western Africa;2005;Exports FOB (millions of US dollars);;712210052
11;Western Africa;2010;Exports FOB (millions of US dollars);;1134484057
11;Western Africa;2015;Exports FOB (millions of US dollars);;904704660
11;Western Africa;2017;Exports FOB (millions of US dollars);;873045864
11;Western Africa;2018;Exports FOB (millions of US dollars);;1092880083
11;Western Africa;2019;Exports FOB (millions of US dollars);;1296873889
11;Western Africa;1995;Balance imports/exports (millions of US dollars);;25965559
11;Western Africa;2005;Balance imports/exports (millions of US dollars);;262732015
11;Western Africa;2010;Balance imports/exports (millions of US dollars);;301944250
11;Western Africa;2015;Balance imports/exports (millions of US dollars);;21684285
11;Western Africa;2017;Balance imports/exports (millions of US dollars);;37006779
11;Western Africa;2018;Balance imports/exports (millions of US dollars);;102556818
11;Western Africa;2019;Balance imports/exports (millions of US dollars);;-8894903
19;Americas;1995;Imports CIF (millions of US dollars);continente;11788484584
19;Americas;2005;Imports CIF (millions of US dollars);continente;25571496688
19;Americas;2010;Imports CIF (millions of US dollars);continente;32306568119
19;Americas;2015;Imports CIF (millions of US dollars);continente;37396121038
19;Americas;2017;Imports CIF (millions of US dollars);continente;38199987901
19;Americas;2018;Imports CIF (millions of US dollars);continente;41548918249
19;Americas;2019;Imports CIF (millions of US dollars);continente;40762144463
19;Americas;1995;Exports FOB (millions of US dollars);continente;9977093230
19;Americas;2005;Exports FOB (millions of US dollars);continente;18353250256
19;Americas;2010;Exports FOB (millions of US dollars);continente;25511252409
19;Americas;2015;Exports FOB (millions of US dollars);continente;28275877398
19;Americas;2017;Exports FOB (millions of US dollars);continente;29354234956
19;Americas;2018;Exports FOB (millions of US dollars);continente;31552269658
19;Americas;2019;Exports FOB (millions of US dollars);continente;31343540617
19;Americas;1995;Balance imports/exports (millions of US dollars);continente;-1811391354
19;Americas;2005;Balance imports/exports (millions of US dollars);continente;-7218246432
19;Americas;2010;Balance imports/exports (millions of US dollars);continente;-6795315710
19;Americas;2015;Balance imports/exports (millions of US dollars);continente;-9120243640
19;Americas;2017;Balance imports/exports (millions of US dollars);continente;-8845752945
19;Americas;2018;Balance imports/exports (millions of US dollars);continente;-9996648591
19;Americas;2019;Balance imports/exports (millions of US dollars);continente;-9418603846
21;Northern America;1995;Imports CIF (millions of US dollars);;9363433073
21;Northern America;2005;Imports CIF (millions of US dollars);;20486683413
21;Northern America;2010;Imports CIF (millions of US dollars);;23629322378
21;Northern America;2015;Imports CIF (millions of US dollars);;27366541308
21;Northern America;2017;Imports CIF (millions of US dollars);;28431508610
21;Northern America;2018;Imports CIF (millions of US dollars);;30766812357
21;Northern America;2019;Imports CIF (millions of US dollars);;30265383133
21;Northern America;1995;Exports FOB (millions of US dollars);;7745253129
21;Northern America;2005;Exports FOB (millions of US dollars);;12653738112
21;Northern America;2010;Exports FOB (millions of US dollars);;16652195065
21;Northern America;2015;Exports FOB (millions of US dollars);;19114909623
21;Northern America;2017;Exports FOB (millions of US dollars);;19672712929
21;Northern America;2018;Exports FOB (millions of US dollars);;21172803963
21;Northern America;2019;Exports FOB (millions of US dollars);;20923307779
21;Northern America;1995;Balance imports/exports (millions of US dollars);;-1618179945
21;Northern America;2005;Balance imports/exports (millions of US dollars);;-7832945301
21;Northern America;2010;Balance imports/exports (millions of US dollars);;-6977127313
21;Northern America;2015;Balance imports/exports (millions of US dollars);;-8251631686
21;Northern America;2017;Balance imports/exports (millions of US dollars);;-8758795680
21;Northern America;2018;Balance imports/exports (millions of US dollars);;-9594008394
21;Northern America;2019;Balance imports/exports (millions of US dollars);;-9342075354
419;Latin America & the Caribbean;1995;Imports CIF (millions of US dollars);;2425051511
419;Latin America & the Caribbean;2005;Imports CIF (millions of US dollars);;5084813276
419;Latin America & the Caribbean;2010;Imports CIF (millions of US dollars);;8677245741
419;Latin America & the Caribbean;2015;Imports CIF (millions of US dollars);;10029579729
419;Latin America & the Caribbean;2017;Imports CIF (millions of US dollars);;9768479291
419;Latin America & the Caribbean;2018;Imports CIF (millions of US dollars);;10782105893
419;Latin America & the Caribbean;2019;Imports CIF (millions of US dollars);;10496761330
419;Latin America & the Caribbean;1995;Exports FOB (millions of US dollars);;2231840102
419;Latin America & the Caribbean;2005;Exports FOB (millions of US dollars);;5699512145
419;Latin America & the Caribbean;2010;Exports FOB (millions of US dollars);;8859057344
419;Latin America & the Caribbean;2015;Exports FOB (millions of US dollars);;9160967776
419;Latin America & the Caribbean;2017;Exports FOB (millions of US dollars);;9681522027
419;Latin America & the Caribbean;2018;Exports FOB (millions of US dollars);;10379465695
419;Latin America & the Caribbean;2019;Exports FOB (millions of US dollars);;10420232838
419;Latin America & the Caribbean;1995;Balance imports/exports (millions of US dollars);;-193211409
419;Latin America & the Caribbean;2005;Balance imports/exports (millions of US dollars);;614698869
419;Latin America & the Caribbean;2010;Balance imports/exports (millions of US dollars);;181811603
419;Latin America & the Caribbean;2015;Balance imports/exports (millions of US dollars);;-868611954
419;Latin America & the Caribbean;2017;Balance imports/exports (millions of US dollars);;-86957265
419;Latin America & the Caribbean;2018;Balance imports/exports (millions of US dollars);;-402640197
419;Latin America & the Caribbean;2019;Balance imports/exports (millions of US dollars);;-76528492
29;Caribbean;1995;Imports CIF (millions of US dollars);;209445034
29;Caribbean;2005;Imports CIF (millions of US dollars);;369234112
29;Caribbean;2010;Imports CIF (millions of US dollars);;532450029
29;Caribbean;2015;Imports CIF (millions of US dollars);;580073379
29;Caribbean;2017;Imports CIF (millions of US dollars);;559198913
29;Caribbean;2018;Imports CIF (millions of US dollars);;563295897
29;Caribbean;2019;Imports CIF (millions of US dollars);;519144180
29;Caribbean;1995;Exports FOB (millions of US dollars);;83461799
29;Caribbean;2005;Exports FOB (millions of US dollars);;213312691
29;Caribbean;2010;Exports FOB (millions of US dollars);;248741878
29;Caribbean;2015;Exports FOB (millions of US dollars);;264746562
29;Caribbean;2017;Exports FOB (millions of US dollars);;231172628
29;Caribbean;2018;Exports FOB (millions of US dollars);;252011090
29;Caribbean;2019;Exports FOB (millions of US dollars);;279583112
29;Caribbean;1995;Balance imports/exports (millions of US dollars);;-125983235
29;Caribbean;2005;Balance imports/exports (millions of US dollars);;-155921421
29;Caribbean;2010;Balance imports/exports (millions of US dollars);;-283708151
29;Caribbean;2015;Balance imports/exports (millions of US dollars);;-315326817
29;Caribbean;2017;Balance imports/exports (millions of US dollars);;-328026285
29;Caribbean;2018;Balance imports/exports (millions of US dollars);;-311284807
29;Caribbean;2019;Balance imports/exports (millions of US dollars);;-239561068
13;Central America;1995;Imports CIF (millions of US dollars);;870844805
13;Central America;2005;Imports CIF (millions of US dollars);;2598468779
13;Central America;2010;Imports CIF (millions of US dollars);;3661713540
13;Central America;2015;Imports CIF (millions of US dollars);;4642861260
13;Central America;2017;Imports CIF (millions of US dollars);;4929750222
13;Central America;2018;Imports CIF (millions of US dollars);;5431745363
13;Central America;2019;Imports CIF (millions of US dollars);;5475943934
13;Central America;1995;Exports FOB (millions of US dollars);;870672298
13;Central America;2005;Exports FOB (millions of US dollars);;2335064689
13;Central America;2010;Exports FOB (millions of US dollars);;3365292659
13;Central America;2015;Exports FOB (millions of US dollars);;4268456252
13;Central America;2017;Exports FOB (millions of US dollars);;4592527982
13;Central America;2018;Exports FOB (millions of US dollars);;4892746461
13;Central America;2019;Exports FOB (millions of US dollars);;5100718134
13;Central America;1995;Balance imports/exports (millions of US dollars);;-172507
13;Central America;2005;Balance imports/exports (millions of US dollars);;-263404090
13;Central America;2010;Balance imports/exports (millions of US dollars);;-296420881
13;Central America;2015;Balance imports/exports (millions of US dollars);;-374405008
13;Central America;2017;Balance imports/exports (millions of US dollars);;-337222240
13;Central America;2018;Balance imports/exports (millions of US dollars);;-538998902
13;Central America;2019;Balance imports/exports (millions of US dollars);;-375225799
5;South America;1995;Imports CIF (millions of US dollars);;1344761672
5;South America;2005;Imports CIF (millions of US dollars);;2117110384
5;South America;2010;Imports CIF (millions of US dollars);;4483082172
5;South America;2015;Imports CIF (millions of US dollars);;4806645090
5;South America;2017;Imports CIF (millions of US dollars);;4279530156
5;South America;2018;Imports CIF (millions of US dollars);;4787064632
5;South America;2019;Imports CIF (millions of US dollars);;4501673216
5;South America;1995;Exports FOB (millions of US dollars);;1277706005
5;South America;2005;Exports FOB (millions of US dollars);;3151134764
5;South America;2010;Exports FOB (millions of US dollars);;5245022807
5;South America;2015;Exports FOB (millions of US dollars);;4627764961
5;South America;2017;Exports FOB (millions of US dollars);;4857821417
5;South America;2018;Exports FOB (millions of US dollars);;5234708144
5;South America;2019;Exports FOB (millions of US dollars);;5039931591
5;South America;1995;Balance imports/exports (millions of US dollars);;-67055667
5;South America;2005;Balance imports/exports (millions of US dollars);;1034024380
5;South America;2010;Balance imports/exports (millions of US dollars);;761940635
5;South America;2015;Balance imports/exports (millions of US dollars);;-178880129
5;South America;2017;Balance imports/exports (millions of US dollars);;578291260
5;South America;2018;Balance imports/exports (millions of US dollars);;447643512
5;South America;2019;Balance imports/exports (millions of US dollars);;538258375
142;Asia;1995;Imports CIF (millions of US dollars);continente;15004317838
142;Asia;2005;Imports CIF (millions of US dollars);continente;31722099105
142;Asia;2010;Imports CIF (millions of US dollars);continente;54597241969
142;Asia;2015;Imports CIF (millions of US dollars);continente;62144345364
142;Asia;2017;Imports CIF (millions of US dollars);continente;67355754830
142;Asia;2018;Imports CIF (millions of US dollars);continente;74670170285
142;Asia;2019;Imports CIF (millions of US dollars);continente;71743487417
142;Asia;1995;Exports FOB (millions of US dollars);continente;15573852555
142;Asia;2005;Exports FOB (millions of US dollars);continente;35698570706
142;Asia;2010;Exports FOB (millions of US dollars);continente;58961639823
142;Asia;2015;Exports FOB (millions of US dollars);continente;68317776252
142;Asia;2017;Exports FOB (millions of US dollars);continente;72414985624
142;Asia;2018;Exports FOB (millions of US dollars);continente;79216687922
142;Asia;2019;Exports FOB (millions of US dollars);continente;77078470828
142;Asia;1995;Balance imports/exports (millions of US dollars);continente;569534717
142;Asia;2005;Balance imports/exports (millions of US dollars);continente;3976471601
142;Asia;2010;Balance imports/exports (millions of US dollars);continente;4364397854
142;Asia;2015;Balance imports/exports (millions of US dollars);continente;6173430889
142;Asia;2017;Balance imports/exports (millions of US dollars);continente;5059230794
142;Asia;2018;Balance imports/exports (millions of US dollars);continente;4546517637
142;Asia;2019;Balance imports/exports (millions of US dollars);continente;5334983412
143;Central Asia;1995;Imports CIF (millions of US dollars);;93750230
143;Central Asia;2005;Imports CIF (millions of US dollars);;256441583
143;Central Asia;2010;Imports CIF (millions of US dollars);;409848772
143;Central Asia;2015;Imports CIF (millions of US dollars);;530815565
143;Central Asia;2017;Imports CIF (millions of US dollars);;515753578
143;Central Asia;2018;Imports CIF (millions of US dollars);;617594070
143;Central Asia;2019;Imports CIF (millions of US dollars);;716673777
143;Central Asia;1995;Exports FOB (millions of US dollars);;107819421
143;Central Asia;2005;Exports FOB (millions of US dollars);;368899206
143;Central Asia;2010;Exports FOB (millions of US dollars);;749613398
143;Central Asia;2015;Exports FOB (millions of US dollars);;648270893
143;Central Asia;2017;Exports FOB (millions of US dollars);;653509470
143;Central Asia;2018;Exports FOB (millions of US dollars);;793230087
143;Central Asia;2019;Exports FOB (millions of US dollars);;811959125
143;Central Asia;1995;Balance imports/exports (millions of US dollars);;14069191
143;Central Asia;2005;Balance imports/exports (millions of US dollars);;112457623
143;Central Asia;2010;Balance imports/exports (millions of US dollars);;339764626
143;Central Asia;2015;Balance imports/exports (millions of US dollars);;117455328
143;Central Asia;2017;Balance imports/exports (millions of US dollars);;137755892
143;Central Asia;2018;Balance imports/exports (millions of US dollars);;175636017
143;Central Asia;2019;Balance imports/exports (millions of US dollars);;95285348
30;Eastern Asia;1995;Imports CIF (millions of US dollars);;8041897186
30;Eastern Asia;2005;Imports CIF (millions of US dollars);;17443780335
30;Eastern Asia;2010;Imports CIF (millions of US dollars);;29674242895
30;Eastern Asia;2015;Imports CIF (millions of US dollars);;33179287764
30;Eastern Asia;2017;Imports CIF (millions of US dollars);;35997595308
30;Eastern Asia;2018;Imports CIF (millions of US dollars);;40667456545
30;Eastern Asia;2019;Imports CIF (millions of US dollars);;38942366998
30;Eastern Asia;1995;Exports FOB (millions of US dollars);;8947175390
30;Eastern Asia;2005;Exports FOB (millions of US dollars);;19377567851
30;Eastern Asia;2010;Exports FOB (millions of US dollars);;32192708151
30;Eastern Asia;2015;Exports FOB (millions of US dollars);;39426429984
30;Eastern Asia;2017;Exports FOB (millions of US dollars);;40935954479
30;Eastern Asia;2018;Exports FOB (millions of US dollars);;44155731539
30;Eastern Asia;2019;Exports FOB (millions of US dollars);;42848844585
30;Eastern Asia;1995;Balance imports/exports (millions of US dollars);;905278204
30;Eastern Asia;2005;Balance imports/exports (millions of US dollars);;1933787517
30;Eastern Asia;2010;Balance imports/exports (millions of US dollars);;2518465256
30;Eastern Asia;2015;Balance imports/exports (millions of US dollars);;6247142220
30;Eastern Asia;2017;Balance imports/exports (millions of US dollars);;4938359171
30;Eastern Asia;2018;Balance imports/exports (millions of US dollars);;3488274994
30;Eastern Asia;2019;Balance imports/exports (millions of US dollars);;3906477587
35;South-eastern Asia;1995;Imports CIF (millions of US dollars);;3539434557
35;South-eastern Asia;2005;Imports CIF (millions of US dollars);;5840101748
35;South-eastern Asia;2010;Imports CIF (millions of US dollars);;9534104557
35;South-eastern Asia;2015;Imports CIF (millions of US dollars);;11007303477
35;South-eastern Asia;2017;Imports CIF (millions of US dollars);;12583429735
35;South-eastern Asia;2018;Imports CIF (millions of US dollars);;14250517490
35;South-eastern Asia;2019;Imports CIF (millions of US dollars);;13735290309
35;South-eastern Asia;1995;Exports FOB (millions of US dollars);;3204539757
35;South-eastern Asia;2005;Exports FOB (millions of US dollars);;6550709594
35;South-eastern Asia;2010;Exports FOB (millions of US dollars);;10541777692
35;South-eastern Asia;2015;Exports FOB (millions of US dollars);;11728497031
35;South-eastern Asia;2017;Exports FOB (millions of US dollars);;13159137363
35;South-eastern Asia;2018;Exports FOB (millions of US dollars);;14447590366
35;South-eastern Asia;2019;Exports FOB (millions of US dollars);;14099098119
35;South-eastern Asia;1995;Balance imports/exports (millions of US dollars);;-334894800
35;South-eastern Asia;2005;Balance imports/exports (millions of US dollars);;710607846
35;South-eastern Asia;2010;Balance imports/exports (millions of US dollars);;1007673135
35;South-eastern Asia;2015;Balance imports/exports (millions of US dollars);;721193553
35;South-eastern Asia;2017;Balance imports/exports (millions of US dollars);;575707628
35;South-eastern Asia;2018;Balance imports/exports (millions of US dollars);;197072876
35;South-eastern Asia;2019;Balance imports/exports (millions of US dollars);;363807810
34;Southern Asia;1995;Imports CIF (millions of US dollars);;740824903
34;Southern Asia;2005;Imports CIF (millions of US dollars);;2291790058
34;Southern Asia;2010;Imports CIF (millions of US dollars);;4973402414
34;Southern Asia;2015;Imports CIF (millions of US dollars);;5605073579
34;Southern Asia;2017;Imports CIF (millions of US dollars);;6429751025
34;Southern Asia;2018;Imports CIF (millions of US dollars);;7105523753
34;Southern Asia;2019;Imports CIF (millions of US dollars);;6505243665
34;Southern Asia;1995;Exports FOB (millions of US dollars);;659119213
34;Southern Asia;2005;Exports FOB (millions of US dollars);;1931818421
34;Southern Asia;2010;Exports FOB (millions of US dollars);;3548920032
34;Southern Asia;2015;Exports FOB (millions of US dollars);;3946532453
34;Southern Asia;2017;Exports FOB (millions of US dollars);;4674074576
34;Southern Asia;2018;Exports FOB (millions of US dollars);;4702743298
34;Southern Asia;2019;Exports FOB (millions of US dollars);;4136269671
34;Southern Asia;1995;Balance imports/exports (millions of US dollars);;-81705690
34;Southern Asia;2005;Balance imports/exports (millions of US dollars);;-359971637
34;Southern Asia;2010;Balance imports/exports (millions of US dollars);;-1424482382
34;Southern Asia;2015;Balance imports/exports (millions of US dollars);;-1658541126
34;Southern Asia;2017;Balance imports/exports (millions of US dollars);;-1755676450
34;Southern Asia;2018;Balance imports/exports (millions of US dollars);;-2402780455
34;Southern Asia;2019;Balance imports/exports (millions of US dollars);;-2368973994
145;Western Asia;1995;Imports CIF (millions of US dollars);;1553353363
145;Western Asia;2005;Imports CIF (millions of US dollars);;4074068673
145;Western Asia;2010;Imports CIF (millions of US dollars);;7492491647
145;Western Asia;2015;Imports CIF (millions of US dollars);;9536782121
145;Western Asia;2017;Imports CIF (millions of US dollars);;9233133437
145;Western Asia;2018;Imports CIF (millions of US dollars);;9167131023
145;Western Asia;2019;Imports CIF (millions of US dollars);;8982460124
145;Western Asia;1995;Exports FOB (millions of US dollars);;1541765877
145;Western Asia;2005;Exports FOB (millions of US dollars);;5575644413
145;Western Asia;2010;Exports FOB (millions of US dollars);;9191561887
145;Western Asia;2015;Exports FOB (millions of US dollars);;9767853224
145;Western Asia;2017;Exports FOB (millions of US dollars);;9815678015
145;Western Asia;2018;Exports FOB (millions of US dollars);;11759956965
145;Western Asia;2019;Exports FOB (millions of US dollars);;11652706516
145;Western Asia;1995;Balance imports/exports (millions of US dollars);;-11587487
145;Western Asia;2005;Balance imports/exports (millions of US dollars);;1501575740
